Valeurs,Unite_temps,Titre,Ordonnees,Indicateur,SourceGraphique,Sous_indicateur,Nomenclature,Declinaison,Statistique,Zone_geographique,longitude,latitude,Unite_de_compte
1702,2023,Destruction and wilful damage recorded by security services,Number of violations,Willful destruction and damage,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,70-Haute-Saone,5.7783285,47.2901769,Infractions
3381,2023,Destruction and wilful damage recorded by security services,Number of violations,Willful destruction and damage,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,71-Saone-et-Loire,4.5443539,46.3841042,Infractions
4207,2023,Destruction and wilful damage recorded by security services,Number of violations,Willful destruction and damage,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,72-Sarthe,0.1712127,47.955698,Infractions
3447,2023,Destruction and wilful damage recorded by security services,Number of violations,Willful destruction and damage,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,73-Savoie,5.6850186,45.5318065,Infractions
5896,2023,Destruction and wilful damage recorded by security services,Number of violations,Willful destruction and damage,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,74-Haute-Savoie,6.9195706,46.0186749,Infractions
21171,2023,Destruction and wilful damage recorded by security services,Number of violations,Willful destruction and damage,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,75-Paris,2.3483915,48.8534951,Infractions
10664,2023,Destruction and wilful damage recorded by security services,Number of violations,Willful destruction and damage,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,76-Seine-Maritime,0.1132064753280592,49.4983134,Infractions
11212,2023,Destruction and wilful damage recorded by security services,Number of violations,Willful destruction and damage,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,77-Seine-et-Marne,2.8021498,48.3624027,Infractions
10485,2023,Destruction and wilful damage recorded by security services,Number of violations,Willful destruction and damage,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,78-Yvelines,1.887137562126436,48.76203735,Infractions
2536,2023,Destruction and wilful damage recorded by security services,Number of violations,Willful destruction and damage,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,79-Deux-Sèvres,-0.2994784934197841,46.53914,Infractions
5376,2023,Destruction and wilful damage recorded by security services,Number of violations,Willful destruction and damage,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,80-Somme,2.5817169,49.8985865,Infractions
2559,2023,Destruction and wilful damage recorded by security services,Number of violations,Willful destruction and damage,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,81-Tarn,2.5371655,43.4601829,Infractions
1619,2023,Destruction and wilful damage recorded by security services,Number of violations,Willful destruction and damage,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,82-Tarn-et-Garonne,0.9976884,44.0634514,Infractions
10091,2023,Destruction and wilful damage recorded by security services,Number of violations,Willful destruction and damage,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,83-Was,3.1180406,45.8089367,Infractions
4584,2023,Destruction and wilful damage recorded by security services,Number of violations,Willful destruction and damage,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,84-Vaucluse,4.9025717,43.9510752,Infractions
4554,2023,Destruction and wilful damage recorded by security services,Number of violations,Willful destruction and damage,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,85-Vendee,-1.351216,47.235822,Infractions
3231,2023,Destruction and wilful damage recorded by security services,Number of violations,Willful destruction and damage,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,86-Vienna,4.87477,45.52524,Infractions
2916,2023,Destruction and wilful damage recorded by security services,Number of violations,Willful destruction and damage,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,87-Haute-Vienne,1.203176771876291,45.91901925,Infractions
2610,2023,Destruction and wilful damage recorded by security services,Number of violations,Willful destruction and damage,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,88-Vosges,7.004063903009973,48.262863,Infractions
2595,2023,Destruction and wilful damage recorded by security services,Number of violations,Willful destruction and damage,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,89-Yonne,3.645043925723877,47.85512575,Infractions
1162,2023,Destruction and wilful damage recorded by security services,Number of violations,Willful destruction and damage,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,90-Territory of Belfort,7.0054643,47.6549584,Infractions
11629,2023,Destruction and wilful damage recorded by security services,Number of violations,Willful destruction and damage,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,91-Essonne,2.239291805668168,48.53034015,Infractions
14202,2023,Destruction and wilful damage recorded by security services,Number of violations,Willful destruction and damage,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,92-Hauts-de-Seine,2.1986299985796083,48.840185899999994,Infractions
18430,2023,Destruction and wilful damage recorded by security services,Number of violations,Willful destruction and damage,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,93-Seine-Saint-Denis,2.4287096,48.8809128,Infractions
11910,2023,Destruction and wilful damage recorded by security services,Number of violations,Willful destruction and damage,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,94-Val-de-Marne,2.4543321444588204,48.77448935,Infractions
11591,2023,Destruction and wilful damage recorded by security services,Number of violations,Willful destruction and damage,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,95-Val-d'Oise,2.1337803709677416,49.060828,Infractions
2717,2023,Destruction and wilful damage recorded by security services,Number of violations,Willful destruction and damage,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,971-Guadeloupe,-61.5686855,16.2528827,Infractions
2066,2023,Destruction and wilful damage recorded by security services,Number of violations,Willful destruction and damage,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,972-Martinique,0.4724691,43.6168762,Infractions
1495,2023,Destruction and wilful damage recorded by security services,Number of violations,Willful destruction and damage,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,973-Guyana,-52.999998,4.0039882,Infractions
4975,2023,Destruction and wilful damage recorded by security services,Number of violations,Willful destruction and damage,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,974-Reunion,0.1144666,44.2972241,Infractions
2514,2023,Destruction and wilful damage recorded by security services,Number of violations,Willful destruction and damage,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,976-Mayotte,-1.1467492,44.43641,Infractions
3801,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,01-Ain,5.3538775,46.2337295,Victims
2573,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,02-Aisne,3.606899003594057,49.45328545,Victims
1899,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,03-Allier,0.1159236,43.1776843,Victims
1048,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,04-Alpes-de-Haute-Provence,6.6452617,44.3891188,Victims
796,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,05-Hautes-Alpes,6.352024584507948,44.6564666,Victims
7741,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,06-Alpes-Maritimes,7.1790785,43.9210587,Victims
1631,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,07-Ardèche,4.3986524702343965,44.815194000000005,Victims
1237,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,08-Ardennes,4.671600518245179,49.69801175,Victims
794,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,09-Ariège,1.4065544156065486,42.9455368,Victims
1741,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,10-Dawn,4.0704785,48.2861562,Victims
2068,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,11-Hear,2.3640984,43.2094087,Victims
1403,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,12-Aveyron,2.6279228235294134,44.40613,Victims
14700,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,13-Bouches-du-Rhône,5.4335203113166095,43.3198745,Victims
3662,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,14-Calvados,-0.3755677,49.1820603,Victims
706,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,15-Cantal,2.9300207,45.0559329,Victims
2212,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,16-Charente,-1.6154149,47.2133761,Victims
3698,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,17-Charente-Maritime,-0.5206234,45.8914462,Victims
1609,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,18-Cher,1.8722058,46.1934214,Victims
1317,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,19-Correze,1.6877909,45.1789514,Victims
3085,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,21-Côte-d'Or,-1.5678717,47.2454619,Victims
3147,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,22-Côtes-d'Armor,-2.064467,48.436177,Victims
534,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,23-Creuse,2.5526137,46.1762937,Victims
2004,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,24-Dordogne,1.2121488,44.8757427,Victims
2901,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,25-Doubs,5.9833127,47.2524465,Victims
2932,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,26-Drome,1.3321894,43.5989554,Victims
3185,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,27-Eure,0.9035184,49.1490998,Victims
2133,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,28-Eure-et-Loir,1.4793161,48.4342922,Victims
5097,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,29-Finistère,-4.040047353684159,47.86040085,Victims
736,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,2A-Southern Corsica,9.0087052196875,41.87340825,Victims
898,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,2B-Haute-Corse,9.100906549656116,42.42196975,Victims
4520,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,30-Gard,2.823391,50.42192,Victims
10714,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,31-Haute-Garonne,0.92163,43.396443,Victims
1040,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,32-Gers,0.3368878,43.6417281,Victims
11324,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,33-Gironde,-1.1494302392957183,45.356755,Victims
7965,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,34-Hérault,3.906147427899628,43.8616782,Victims
6610,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,35-Ille-et-Vilaine,-1.529075,48.087414,Victims
1144,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,36-Inner,0.1937375514877479,47.23169625,Victims
4103,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,37-Indre-et-Loire,0.6796566821692535,47.36630985,Victims
7828,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,38-Isere,5.672171563886828,45.2348486,Victims
1279,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,39-Jura,6.228599596091794,46.19573865,Victims
2483,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,40-Landes,0.0576943,43.9896575,Victims
1813,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,41-Loir-et-Cher,1.657261,47.652746,Victims
4284,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,42-Loire,0.162643,45.645921,Victims
1244,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,43-Haute-Loire,3.6939736,44.8380472,Victims
8297,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,44-Loire-Atlantique,-1.3654938,47.2673196,Victims
4270,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,45-Loiret,1.7845931840845934,47.8699165,Victims
1101,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,46-Lot,1.7844178,50.8851739,Victims
1966,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,47-Lot-et-Garonne,0.9806158,44.4325209,Victims
344,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,48-Lozere,2.2365314,48.7072527,Victims
4137,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,49-Maine-et-Loire,-0.5421630853658539,47.453155,Victims
2245,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,50-Manche,-0.4066415121951329,49.3338765,Victims
3397,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,51-Marne,3.9941791,49.2586063,Victims
761,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,52-Haute-Marne,5.252910789751933,48.1329414,Victims
1550,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,53-Mayenne,2.459475,48.804849,Victims
4238,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,54-Meurthe-et-Moselle,5.9089103786214014,48.91712185,Victims
869,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,55-Meuse,2.5714844,48.8799103,Victims
4551,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,56-Morbihan,-3.3593035,47.749296,Victims
4445,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,57-Moselle,6.9927492,48.6129103,Victims
1151,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,58-Nièvre,3.1638406,46.9898657,Victims
14202,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,59-Nord,3.5107282130021114,50.361292,Victims
4555,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,60-Oise,1.3273325,43.5848561,Victims
1358,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,61-Orne,0.0448794208800975,48.575888000000006,Victims
6950,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,62-Pas-de-Calais,2.716797140544105,50.4435265,Victims
3426,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,63-Puy-de-Dome,3.1189333999999995,45.875876649999995,Victims
4044,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,64-Pyrenees-Atlantiques,-1.779539,43.3686332,Victims
1175,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,65-Hautes-Pyrenees,0.0474919,43.2523371,Victims
3265,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,66-Pyrenees-Orientales,2.0699602,42.5094473,Victims
5929,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,67-Bas-Rhin,7.468428518534385,48.46566955,Victims
3494,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,68-Haut-Rhin,7.3219291,47.7699452,Victims
13780,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,69-Rhône,4.8568756,45.7358369,Victims
1236,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,70-Haute-Saone,5.7783285,47.2901769,Victims
2849,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,71-Saone-et-Loire,4.5443539,46.3841042,Victims
3202,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,72-Sarthe,0.1712127,47.955698,Victims
2274,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,73-Savoie,5.6850186,45.5318065,Victims
5161,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,74-Haute-Savoie,6.9195706,46.0186749,Victims
25705,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,75-Paris,2.3483915,48.8534951,Victims
6998,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,76-Seine-Maritime,0.1132064753280592,49.4983134,Victims
8687,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,77-Seine-et-Marne,2.8021498,48.3624027,Victims
9725,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,78-Yvelines,1.887137562126436,48.76203735,Victims
1636,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,79-Deux-Sèvres,-0.2994784934197841,46.53914,Victims
2886,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,80-Somme,2.5817169,49.8985865,Victims
1919,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,81-Tarn,2.5371655,43.4601829,Victims
